main_author_orcid,openalex_id,title,publication_year,publication_date,doi,type,cited_by_count,journal,topics,co_authors,co_author_orcids,num_co_authors,abstract,keywords
0000-0002-2374-346X,W4388911944,Tree architecture: A strigolactone-deficient mutant reveals a connection between branching order and auxin gradient along the tree stem,2023.0,2023-11-22,https://doi.org/10.1073/pnas.2308587120,article,9,Proceedings of the National Academy of Sciences,Plant Parasitism and Resistance; Plant and animal studies; Plant Molecular Biology Research,Chang Su; Andrzej Kokosza; Xiaonan Xie; Aleš Pěnčík; Youjun Zhang; Pasi Raumonen; Xueping Shi; Sampo Muranen; Melis Kücükoglu; Juha Immanen; Omid Safronov; Juan Alonso‐Serra; Gugan Eswaran; Mirko Pavicic; Karin Ljung; Sally Ward; Ari Pekka Mähönen; Kristiina Himanen; Jarkko Salojärvi; Alisdair R. Fernie; Ondřej Novák; Ottoline Leyser; Ykä Helariutta; Kaisa Nieminen,0000-0001-6600-2947; 0000-0002-8578-8997; 0000-0002-6947-7240; 0000-0002-1314-2249; 0000-0003-1052-0256; 0000-0001-5471-0970; 0000-0002-4473-2620; 0000-0001-9242-9995; 0000-0002-2655-7398; 0000-0003-1098-4843; 0000-0003-2044-3258; 0000-0002-2810-4691; 0000-0002-3439-3696; 0000-0002-2908-3183; 0000-0003-2901-189X; 0000-0002-5520-1331; 0000-0001-6051-866X; 0000-0003-4975-9467; 0000-0002-4096-6278; 0000-0001-9000-335X; 0000-0003-3452-0154; 0000-0003-2161-3829; 0000-0002-7287-8459; 0000-0001-7004-9422,24,"Due to their long lifespan, trees and bushes develop higher order of branches in a perennial manner. In contrast to a tall tree, with a clearly defined main stem and branching order, a bush is shorter and has a less apparent main stem and branching pattern. To address the developmental basis of these two forms, we studied several naturally occurring architectural variants in silver birch (<i>Betula pendula</i>). Using a candidate gene approach, we identified a bushy <i>kanttarelli</i> variant with a loss-of-function mutation in the <i>BpMAX1</i> gene required for strigolactone (SL) biosynthesis. While <i>kanttarelli</i> is shorter than the wild type (WT), it has the same number of primary branches, whereas the number of secondary branches is increased, contributing to its bush-like phenotype. To confirm that the identified mutation was responsible for the phenotype, we phenocopied <i>kanttarelli</i> in transgenic <i>BpMAX1::RNAi</i> birch lines. SL profiling confirmed that both <i>kanttarelli</i> and the transgenic lines produced very limited amounts of SL. Interestingly, the auxin (IAA) distribution along the main stem differed between WT and <i>BpMAX1::RNAi</i>. In the WT, the auxin concentration formed a gradient, being higher in the uppermost internodes and decreasing toward the basal part of the stem, whereas in the transgenic line, this gradient was not observed. Through modeling, we showed that the different IAA distribution patterns may result from the difference in the number of higher-order branches and plant height. Future studies will determine whether the IAA gradient itself regulates aspects of plant architecture.",Biology; Auxin; Plant stem; Mutant; Phenotype; Polar auxin transport; Botany; Wild type; Perennial plant; Gene; Cell biology; Arabidopsis; Genetics
0000-0002-2374-346X,W4229016303,DCGrid,2022.0,2022-05-04,https://doi.org/10.1145/3522608,article,7,Proceedings of the ACM on Computer Graphics and Interactive Techniques,Computer Graphics and Visualization Techniques; Distributed and Parallel Computing Systems; Meteorological Phenomena and Simulations,Torsten Hädrich; Jorge Alejandro Amador Herrera; Daniel T. Banuti; Sören Pirk; Klaus Hildebrandt; Dominik L. Michels,0000-0001-7959-2579; 0000-0002-4607-4772; 0000-0002-5469-5704; 0000-0003-1937-9797; 0000-0002-9196-3923; 0000-0002-1621-325X,6,"We introduce Dynamic Constrained Grid (DCGrid), a hierarchical and adaptive grid structure for fluid simulation combined with a scheme for effectively managing the grid adaptations. DCGrid is designed to be implemented on the GPU and used in high-performance simulations. Specifically, it allows us to efficiently vary and adjust the grid resolution across the spatial domain and to rapidly evaluate local stencils and individual cells in a GPU implementation. A special feature of DCGrid is that the control of the grid adaption is modeled as an optimization under a constraint on the maximum available memory, which addresses the memory limitations in GPU-based simulation. To further advance the use of DCGrid in high-performance simulations, we complement DCGrid with an efficient scheme for approximating collisions between fluids and static solids on cells with different resolutions. We demonstrate the effectiveness of DCGrid for smoke flows and complex cloud simulations in which terrain-atmosphere interaction requires working with cells of varying resolution and rapidly changing conditions. Finally, we compare the performance of DCGrid to that of alternative adaptive grid structures.",Grid; Computer science; Terrain; Scheme (mathematics); Computational science; Feature (linguistics); Domain (mathematical analysis); Constraint (computer-aided design); Distributed computing; Complement (music); Parallel computing
0000-0002-2374-346X,W4389539278,A Physically-inspired Approach to the Simulation of Plant Wilting,2023.0,2023-12-10,https://doi.org/10.1145/3610548.3618218,article,6,,Greenhouse Technology and Climate Control; Plant Water Relations and Carbon Dynamics; Tree Root and Stability Studies,Filippo Maggioli; Jonathan Klein; Torsten Hädrich; Emanuele Rodolà; Sören Pirk; Dominik L. Michels,0000-0001-8008-8468; 0000-0001-6560-0988; 0000-0001-7959-2579; 0000-0003-0091-7241; 0000-0003-1937-9797; 0000-0002-1621-325X,6,"Plants are among the most complex objects to be modeled in computer graphics. While a large body of work is concerned with structural modeling and the dynamic reaction to external forces, our work focuses on the dynamic deformation caused by plant internal wilting processes. To this end, we motivate the simulation of water transport inside the plant which is a key driver of the wilting process. We then map the change of water content in individual plant parts to branch stiffness values and obtain the wilted plant shape through a position based dynamics simulation. We show, that our approach can recreate measured wilting processes and does so with a higher fidelity than approaches ignoring the internal water flow. Realistic plant wilting is not only important in a computer graphics context but can also aid the development of machine learning algorithms in agricultural applications through the generation of synthetic training data.",Wilting; Computer science; Process (computing); Graphics; Context (archaeology); Work (physics); Stiffness; Simulation; Engineering; Mechanical engineering; Computer graphics (images); Geology; Botany; Structural engineering
0000-0002-2374-346X,W4400820634,Interactive Invigoration: Volumetric Modeling of Trees with Strands,2024.0,2024-07-19,https://doi.org/10.1145/3658206,article,5,ACM Transactions on Graphics,Greenhouse Technology and Climate Control; Computer Graphics and Visualization Techniques; Data Visualization and Analytics,Bosheng Li; Nikolas Alexander Schwarz; Sören Pirk; Bedřich Beneš,0009-0006-6490-1184; 0009-0001-4911-9948; 0000-0003-1937-9797; 0000-0002-5293-2112,4,"Generating realistic models of trees and plants is a complex problem because of the vast variety of shapes trees can form. Procedural modeling algorithms are popular for defining branching structures and steadily increasing their expressive power by considering more biological findings. Most existing methods focus on defining the branching structure of trees based on skeletal graphs, while the surface mesh of branches is most commonly defined as simple cylinders. One critical open problem is defining and controlling the complex details observed in real trees. This paper aims to advance tree modeling by proposing a strand-based volumetric representation for tree models. Strands are fixed-size volumetric pipes that define the branching structure. By leveraging strands, our approach captures the lateral development of trees. We combine the strands with a novel branch development formulation that allows us to locally inject vigor and reshape the tree model. Moreover, we define a set of editing operators for tree primary and lateral development that enables users to interactively generate complex tree models with unprecedented detail with minimal effort.",Computer graphics (images); Computer science; Computer vision; Artificial intelligence
0000-0002-2374-346X,W4311222757,A role for brassinosteroid signalling in decision-making processes in the Arabidopsis seedling,2022.0,2022-12-12,https://doi.org/10.1371/journal.pgen.1010541,article,8,PLoS Genetics,Plant Molecular Biology Research; Plant Stress Responses and Tolerance; Plant tissue culture and regeneration,Nils Kalbfuß; Alexander Strohmayr; Friederike Grosse‐Holz; Barbara Brunschweiger; Christian Wiese; Shuyao Sha; Juliane Hafermann; Eva Facher; Cordelia Bolle; Farhah F. Assaad,0000-0003-1076-7478; 0000-0002-6828-7656; 0000-0002-7093-6838; 0000-0002-2000-5816; 0000-0002-9473-7411; 0000-0002-0749-4301; 0009-0004-4595-7794; 0009-0002-1148-9625; 0000-0002-4399-0070; 0000-0002-8683-9039,10,"Plants often adapt to adverse conditions via differential growth, whereby limited resources are discriminately allocated to optimize the growth of one organ at the expense of another. Little is known about the decision-making processes that underly differential growth. In this study, we developed a screen to identify decision making mutants by deploying two tools that have been used in decision theory: a well-defined yet limited budget, as well as conflict-of-interest scenarios. A forward genetic screen that combined light and water withdrawal was carried out. This identified BRASSINOSTEROID INSENSITIVE 2 (BIN2) alleles as decision mutants with ""confused"" phenotypes. An assessment of organ and cell length suggested that hypocotyl elongation occurred predominantly via cellular elongation. In contrast, root growth appeared to be regulated by a combination of cell division and cell elongation or exit from the meristem. Gain- or loss- of function bin2 mutants were most severely impaired in their ability to adjust cell geometry in the hypocotyl or cell elongation as a function of distance from the quiescent centre in the root tips. This study describes a novel paradigm for root growth under limiting conditions, which depends not only on hypocotyl-versus-root trade-offs in the allocation of limited resources, but also on an ability to deploy different strategies for root growth in response to multiple stress conditions.",Biology; Arabidopsis; Brassinosteroid; Signalling; Seedling; Computational biology; Cell biology; Genetics; Botany; Gene; Mutant
0000-0002-2374-346X,W4200157394,Weatherscapes,2021.0,2021-12-01,https://doi.org/10.1145/3478513.3480532,article,7,ACM Transactions on Graphics,Meteorological Phenomena and Simulations; Cryospheric studies and observations; Computer Graphics and Visualization Techniques,Jorge Alejandro Amador Herrera; Torsten Hädrich; Daniel T. Banuti; Sören Pirk; Dominik L. Michels,0000-0002-4607-4772; 0000-0001-7959-2579; 0000-0002-5469-5704; 0000-0003-1937-9797; 0000-0002-1621-325X,5,"Due to the complex interplay of various meteorological phenomena, simulating weather is a challenging and open research problem. In this contribution, we propose a novel physics-based model that enables simulating weather at interactive rates. By considering atmosphere and pedosphere we can define the hydrologic cycle - and consequently weather - in unprecedented detail. Specifically, our model captures different warm and cold clouds, such as mammatus, hole-punch, multi-layer, and cumulonimbus clouds as well as their dynamic transitions. We also model different precipitation types, such as rain, snow, and graupel by introducing a comprehensive microphysics scheme. The Wegener-Bergeron-Findeisen process is incorporated into our Kessler-type microphysics formulation covering ice crystal growth occurring in mixed-phase clouds. Moreover, we model the water run-off from the ground surface, the infiltration into the soil, and its subsequent evaporation back to the atmosphere. We account for daily temperature changes, as well as heat transfer between pedosphere and atmosphere leading to a complex feedback loop. Our framework enables us to interactively explore various complex weather phenomena. Our results are assessed visually and validated by simulating weatherscapes for various setups covering different precipitation events and environments, by showcasing the hydrologic cycle, and by reproducing common effects such as Foehn winds. We also provide quantitative evaluations creating high-precipitation cumulonimbus clouds by prescribing atmospheric conditions based on infrared satellite observations. With our model we can generate dynamic 3D scenes of weatherscapes with high visual fidelity and even nowcast real weather conditions as simulations by streaming weather data into our framework.",Graupel; Environmental science; Meteorology; Snow; Precipitation; Atmosphere (unit); Numerical weather prediction; Ice crystals; Computer science; Geography
0000-0002-2374-346X,W3132745411,Accurately Solving Rod Dynamics with Graph Learning,2021.0,2021-05-04,,article,6,King Abdullah University of Science and Technology Repository (King Abdullah University of Science and Technology),Model Reduction and Neural Networks; Parallel Computing and Optimization Techniques; Data Visualization and Analytics,Han Shao; Tassilo Kugelstadt; Torsten Hädrich; Jan Bender; Sören Pirk; Dominik L. Michels,0000-0002-4357-5280; 0000-0001-6003-6388; 0000-0001-7959-2579; 0000-0002-1908-4027; 0000-0003-1937-9797; 0000-0002-1621-325X,6,"Iterative solvers are widely used to accurately simulate physical systems. These solvers require initial guesses to generate a sequence of improving approximate solutions. In this contribution, we introduce a novel method to accelerate iterative solvers for rod dynamics with graph networks (GNs) by predicting the initial guesses to reduce the number of iterations. Unlike existing methods that aim to learn physical systems in an end-to-end manner, our approach guarantees long-term stability and therefore leads to more accurate solutions. Furthermore, our method improves the run time performance of traditional iterative solvers for rod dynamics. To explore our method we make use of position-based dynamics (PBD) as a common solver for physical systems and evaluate it by simulating the dynamics of elastic rods. Our approach is able to generalize across different initial conditions, discretizations, and realistic material properties. We demonstrate that it also performs well when taking discontinuous effects into account such as collisions between individual rods. Finally, to illustrate the scalability of our approach, we simulate complex 3D tree models composed of over a thousand individual branch segments swaying in wind fields.",Computer science; Scalability; Solver; Iterative method; Iterative refinement; Graph; Physical system; Stability (learning theory); Sequence (biology); Algorithm; Theoretical computer science; Mathematical optimization; Mathematics; Machine learning
0000-0002-2374-346X,W2257804196,Fuzzy Plant Modeling with OpenGL- Novel Approaches in Simulating Phototropism and Environmental Conditions,2007.0,2007-10-23,,book,4,,Greenhouse Technology and Climate Control,,,0,"Plant modeling is a well established field of research of highly interdisciplinary character. First attempts date back into the 60's and since then the proposed models have been continuously improved throughout institutes in the whole world. Today these models find their way into areas of industry like agronomy, horticulture, forestry, urbanization and animation industry. In this book the reader will find genuine attempts in solving problems associated with three-dimensional plant generation on modern computers. Among other, an attempt to simulate phototropism using an approximative approach employing voxel spaces is presented; along with an innovative method to model environmental conditions with the aid of fuzzy rule based systems. In addition, the reader will also find a glimpse into the technical solution, with a special focus on key points in the design process, of such a scientific computer program. In particular the multi-threaded design necessary to realize a real-time application and the incorporation of shading language to enhance the aesthetic appeal of the models. Although backgrounds in biology, mathematics and computer science are necessary to fully explore the contents presented here, the author strongly believes this to be a rewarding experience to all researchers interested.",Phototropism; Focus (optics); Process (computing); Computer science; Field (mathematics); Animation; Key (lock); Fuzzy logic; Management science; Artificial intelligence; Data science; Engineering drawing; Engineering; Computer graphics (images); Mathematics; Programming language
0000-0002-2374-346X,W4387093068,Correction: A role for brassinosteroid signalling in decision-making processes in the Arabidopsis seedling,2023.0,2023-09-27,https://doi.org/10.1371/journal.pgen.1010970,erratum,1,PLoS Genetics,Plant Molecular Biology Research; Plant Stress Responses and Tolerance; Plant nutrient uptake and metabolism,Nils Kalbfuß; Alexander Strohmayr; Marcel Kegel; Friederike Grosse‐Holz; Barbara Brunschweiger; Christian Wiese; Shuyao Sha; Juliane Hafermann; Marc Thiemé; Eva Facher; Cordelia Bolle; Farhah F. Assaad,0000-0003-1076-7478; 0000-0002-6828-7656; 0000-0002-4016-5833; 0000-0002-7093-6838; 0000-0002-2000-5816; 0000-0002-9473-7411; 0000-0002-0749-4301; 0009-0004-4595-7794; 0000-0002-6954-7974; 0009-0002-1148-9625; 0000-0002-4399-0070; 0000-0002-8683-9039,12,[This corrects the article DOI: 10.1371/journal.pgen.1010541.].,Brassinosteroid; Biology; Arabidopsis; Seedling; Computational biology; Signalling; Bioinformatics; Cell biology; Genetics; Botany; Gene; Mutant
0000-0002-2374-346X,W3094942985,Interactive Wood Fracture,2020.0,2020-01-01,https://doi.org/10.2312/sca.20201215,article,1,King Abdullah University of Science and Technology Repository (King Abdullah University of Science and Technology),Forest Biomass Utilization and Management,Torsten Hädrich; Jan Scheffczyk; Dominik L. Michels,0000-0001-7959-2579; 0000-0001-6026-6351; 0000-0002-1621-325X,3,Abstract We propose a new approach for the simulation of wood as anisotropic material that takes its inherent fiber structure into account. Our approach is based on the Position-based Dynamics framework. We use the Shape Matching approach as the basis for modeling the isotropic attribute of wood. For simulating anisotropic behavior we employ a fiber model based on the Cosserat rod theory. Our approach supports dynamic fracturing and captures typical breaking patterns of wood.,Fracture (geology); Forensic engineering; Geology; Engineering; Geotechnical engineering
0000-0002-2374-346X,W2529323253,Morphological plant modeling: Unleashing geometric and topological potential within the plant sciences,2016.0,2016-10-04,https://doi.org/10.1101/078832,preprint,7,bioRxiv (Cold Spring Harbor Laboratory),Leaf Properties and Growth Measurement; Greenhouse Technology and Climate Control; Plant Molecular Biology Research,Alexander Bucksch; Acheampong Atta-Boateng; Akomian Fortuné Azihou; Dorjsuren Battogtokh; Brad M. Binder; Siobhan A. Braybrook; Cynthia Chang; Thomas J. DeWitt; Alexander G. Fletcher; Malia Gehan; Diego Hernán Díaz Martínez; Lilan Hong; Anjali S. Iyer‐Pascuzzi; Laura L. Klein; Samuel Leiboff; Li Mao; Jonathan P. Lynch; Alexis Maizel; Julin Maloof; R. J. Cody Markelz; Ciera Martinez; Laura Miller; Washington Mio; Hendrik Poorter; Christophe Pradal; Charles A. Price; Eetu Puttonen; Rubén Rellán‐Álvarez; Edgar P. Spalding; Erin E. Sparks; Joseph H. Williams; Daniel H. Chitwood,0000-0002-1071-5355; 0000-0002-3355-5286; 0000-0002-7400-4528; 0000-0003-3683-7809; 0000-0002-8172-2034; 0000-0002-4308-5580; 0000-0002-3281-4864; 0000-0001-7405-3904; 0000-0003-0525-4336; 0000-0002-3238-2627; 0000-0001-8136-9464; 0000-0001-8205-7534; 0000-0001-5356-4350; 0000-0003-2603-878X; 0000-0002-6623-1181; 0000-0002-5383-379X; 0000-0002-7265-9790; 0000-0001-6843-1059; 0000-0002-9623-2599; 0000-0003-4431-4258; 0000-0003-4296-998X; 0000-0003-3707-9798; 0000-0003-1106-8089; 0000-0001-9900-2433; 0000-0002-2555-761X; 0000-0002-4737-9033; 0000-0003-0985-4443; 0000-0001-6843-3716; 0000-0002-6890-4765; 0000-0003-1543-6950; 0000-0002-1206-5667; 0000-0003-4875-1447,32,"Abstract Plant morphology is inherently mathematical in that morphology describes plant form and architecture with geometrical and topological descriptors. The geometries and topologies of leaves, flowers, roots, shoots and their spatial arrangements have fascinated plant biologists and mathematicians alike. Beyond providing aesthetic inspiration, quantifying plant morphology has become pressing in an era of climate change and a growing human population. Modifying plant morphology, through molecular biology and breeding, aided by a mathematical perspective, is critical to improving agriculture, and the monitoring of ecosystems with fewer natural resources. In this white paper, we begin with an overview of the mathematical models applied to quantify patterning in plants. We then explore fundamental challenges that remain unanswered concerning plant morphology, from the barriers preventing the prediction of phenotype from genotype to modeling the movement of leafs in air streams. We end with a discussion concerning the incorporation of plant morphology into educational programs. This strategy focuses on synthesizing biological and mathematical approaches and ways to facilitate research advances through outreach, cross-disciplinary training, and open science. This white paper arose from bringing mathematicians and biologists together at the National Institute for Mathematical and Biological Synthesis (NIMBioS) workshop titled “Morphological Plant Modeling: Unleashing Geometric and Topological Potential within the Plant Sciences” held at the University of Tennessee, Knoxville in September, 2015. Never has the need to quantify plant morphology been more imperative. Unleashing the potential of geometric and topological approaches in the plant sciences promises to transform our understanding of both plants and mathematics.",Outreach; Morphology (biology); Computer science; Ecology; Biology
0000-0002-2374-346X,W3033546438,Accurately Solving Physical Systems with Graph Learning,2020.0,2020-06-06,https://doi.org/10.48550/arxiv.2006.03897,preprint,4,arXiv (Cornell University),Model Reduction and Neural Networks; Real-time simulation and control systems; Data Visualization and Analytics,Han Shao; Tassilo Kugelstadt; Jan Bender; Sören Pirk; Dominik L. Michels,0000-0002-4357-5280; 0000-0001-6003-6388; 0000-0002-1908-4027; 0000-0003-1937-9797; 0000-0002-1621-325X,5,"Iterative solvers are widely used to accurately simulate physical systems. These solvers require initial guesses to generate a sequence of improving approximate solutions. In this contribution, we introduce a novel method to accelerate iterative solvers for physical systems with graph networks (GNs) by predicting the initial guesses to reduce the number of iterations. Unlike existing methods that aim to learn physical systems in an end-to-end manner, our approach guarantees long-term stability and therefore leads to more accurate solutions. Furthermore, our method improves the run time performance of traditional iterative solvers. To explore our method we make use of position-based dynamics (PBD) as a common solver for physical systems and evaluate it by simulating the dynamics of elastic rods. Our approach is able to generalize across different initial conditions, discretizations, and realistic material properties. Finally, we demonstrate that our method also performs well when taking discontinuous effects into account such as collisions between individual rods. Finally, to illustrate the scalability of our approach, we simulate complex 3D tree models composed of over a thousand individual branch segments swaying in wind fields. A video showing dynamic results of our graph learning assisted simulations of elastic rods can be found on the project website available at http://computationalsciences.org/publications/shao-2021-physical-systems-graph-learning.html .",Scalability; Computer science; Solver; Graph; Physical system; Theoretical computer science; Iterative refinement; Cyber-physical system; Iterative method; Algorithm
