main_author_orcid,openalex_id,title,publication_year,publication_date,doi,type,cited_by_count,journal,topics,co_authors,co_author_orcids,num_co_authors,abstract,keywords
0000-0003-1010-1430,W1975883897,Carleson embedding theorem on convex finite type domains,2009,2009-09-19,https://doi.org/10.1016/j.jmaa.2009.09.022,article,6,Journal of Mathematical Analysis and Applications,Advanced Harmonic Analysis Research; Holomorphic and Operator Theory; Analytic and geometric function theory,,,0,,Mathematics; Embedding; Type (biology); Regular polygon; Pure mathematics; Danskin's theorem; Mathematical analysis; Fixed-point theorem; Brouwer fixed-point theorem; Geometry
0000-0003-1010-1430,W4409295910,Coburn--Simonenko theorem and invertibility of Toeplitz operators on the space of real analytic functions,2018,2018-04-27,https://doi.org/10.7900/jot.2017mar27.2144,article,1,Journal of Operator Theory,Holomorphic and Operator Theory; Advanced Banach Space Theory; Approximation Theory and Sequence Spaces,,,0,,Toeplitz matrix; Mathematics; Pure mathematics; Space (punctuation); Algebra over a field; Computer science
0000-0003-1010-1430,W2978846776,"Ryszard Rudnicki, ""Modele i metody biologii matematycznej. Część I: Modele deterministyczne""",2015,2015-07-01,https://doi.org/10.14708/wm.v51i2.4361,article,0,Wiadomości Matematyczne,Probability and Statistical Research,,,0,,Philosophy
0000-0002-5732-2743,W856512358,Automatic continuity and amenability in the non-commutative Schwartz space,2015,2015-07-04,https://doi.org/10.1016/j.jmaa.2015.06.067,article,10,Journal of Mathematical Analysis and Applications,Advanced Operator Algebra Research; Advanced Banach Space Theory; Advanced Topology and Set Theory,,,0,,Mathematics; Commutative property; Space (punctuation); Pure mathematics; Algebra over a field; Computer science
0000-0002-5732-2743,W2046942358,Quasi-reflexive Fréchet spaces and mean ergodicity,2009,2009-09-04,https://doi.org/10.1016/j.jmaa.2009.08.060,article,10,Journal of Mathematical Analysis and Applications,Advanced Banach Space Theory; Advanced Topology and Set Theory; Fixed Point Theorems Analysis,,,0,,Mathematics; Ergodicity; Ergodic theory; Reflexivity; Basis (linear algebra); Bounded function; Bounded operator; Pure mathematics; Space (punctuation); Banach space; Operator (biology); Order (exchange); Mathematical analysis; Geometry; Statistics; Philosophy
0000-0002-5732-2743,W2610989483,The multiplier algebra of the noncommutative Schwartz space,2017,2017-05-06,https://doi.org/10.1215/17358787-2017-0007,article,5,Banach Journal of Mathematical Analysis,Advanced Operator Algebra Research; Holomorphic and Operator Theory; Advanced Banach Space Theory,Tomasz Ciaś,0000-0001-7119-7814,1,,Mathematics; Noncommutative geometry; Algebra over a field; Hilbert space; Multiplier (economics); Pure mathematics; Filtered algebra
0000-0002-5732-2743,W2510024283,Corrigendum to “Automatic continuity and amenability in the non-commutative Schwartz space” [J. Math. Anal. Appl. 432 (2) (2015) 954–964],2015,2015-11-04,https://doi.org/10.1016/j.jmaa.2015.10.049,erratum,2,Journal of Mathematical Analysis and Applications,Mathematical Analysis and Transform Methods; Advanced Operator Algebra Research; Advanced Algebra and Geometry,,,0,,Mathematics; Commutative property; Pure mathematics; Space (punctuation); Calculus (dental); Algebra over a field; Computer science; Medicine
0000-0002-5732-2743,W2077000154,Another mean ergodic characterization of quasi-reflexive spaces,2013,2013-05-04,https://doi.org/10.1016/j.jmaa.2013.04.058,article,0,Journal of Mathematical Analysis and Applications,Advanced Banach Space Theory; Fixed Point Theorems Analysis; Approximation Theory and Sequence Spaces,,,0,,Mathematics; Ergodic theory; Characterization (materials science); Reflexivity; Pure mathematics; Sociology; Physics
0000-0002-3536-9102,W2048159909,Moduli and characteristics of monotonicity in general Banach lattices and in Orlicz spaces in particular,2008,2008-05-16,https://doi.org/10.1016/j.na.2008.05.008,article,21,Nonlinear Analysis,Advanced Banach Space Theory; Approximation Theory and Sequence Spaces; Holomorphic and Operator Theory,Henryk Hudzik,0000-0001-9792-2252,1,,Monotonic function; Mathematics; Pure mathematics; Norm (philosophy); Banach space; Moduli; Mathematical analysis; Physics
0000-0002-3536-9102,W4365137142,"Density results and trace operator in weighted Sobolev spaces defined on the half-line, equipped with power weights",2023,2023-04-12,https://doi.org/10.1016/j.jat.2023.105896,article,2,Journal of Approximation Theory,Differential Equations and Boundary Problems; Advanced Harmonic Analysis Research; Nonlinear Partial Differential Equations,Agnieszka Kałamajska,0000-0001-5674-8059,1,,Mathematics; Sobolev space; Interpolation (computer graphics); TRACE (psycholinguistics); Trace operator; Pure mathematics; Boundary (topology); Real line; Homogeneous space; Domain (mathematical analysis); Operator (biology); Infinity; Zero (linguistics); Mathematical analysis; Geometry; Free boundary problem
0000-0002-3536-9102,W2026176920,Monotonicity characteristic of Köthe–Bochner spaces,2008,2008-09-11,https://doi.org/10.1016/j.jmaa.2008.08.053,article,6,Journal of Mathematical Analysis and Applications,Advanced Banach Space Theory; Approximation Theory and Sequence Spaces; Advanced Harmonic Analysis Research,Henryk Hudzik,0000-0001-9792-2252,1,,Monotonic function; Mathematics; Function space; Sequence (biology); Function (biology); Lattice (music); Pure mathematics; Mathematical analysis; Physics; Chemistry
0000-0002-3536-9102,W2623885961,Normed Orlicz function spaces which can be quasi-renormed with easily calculable quasinorms,2017,2017-06-09,https://doi.org/10.1215/17358787-2017-0009,article,1,Banach Journal of Mathematical Analysis,Advanced Harmonic Analysis Research; Advanced Banach Space Theory; Nonlinear Partial Differential Equations,Paweł Foralewski; Henryk Hudzik,0000-0003-2906-844X; 0000-0001-9792-2252,2,,Mathematics; Lp space; Embedding; Function space; Norm (philosophy); Measure (data warehouse); Function (biology); Space (punctuation); Lebesgue integration; Maximal function; Pure mathematics; Birnbaum–Orlicz space; Class (philosophy); Lebesgue measure; Mathematical analysis; Discrete mathematics; Functional analysis; Combinatorics; Interpolation space; Banach space
0000-0003-2604-0484,W4415469416,A study of the general feeling in Poland towards migration from Ukraine in 2022,2025,2025-10-23,https://doi.org/10.1080/13511610.2025.2576573,article,0,Innovation The European Journal of Social Science Research,European Politics and Security; Regional Socio-Economic Development Trends; Economic Issues in Ukraine,Ewa Łaźniewska; Tomasz Górecki; Fabian Siemiatowski,0000-0002-2784-2190; 0000-0003-3255-7869; 0009-0005-8711-7475,3,,
0000-0002-3445-2422,W2005254643,A non-commutative and non-idempotent theory of quantale sets,2010,2010-12-12,https://doi.org/10.1016/j.fss.2010.12.001,article,61,Fuzzy Sets and Systems,Advanced Algebra and Logic; Fuzzy and Soft Set Theory; Rough Sets and Fuzzy Logic,H. Ulrich,0000-0002-9499-0302,1,,Mathematics; Commutative property; Idempotence; Subcategory; Pure mathematics; Category of sets; Axiom; Set (abstract data type); Discrete mathematics; Algebra over a field; Functor
0000-0002-3445-2422,W2071329245,On L-Tychonoff spaces,1995,1995-07-01,https://doi.org/10.1016/0165-0114(94)00367-g,article,56,Fuzzy Sets and Systems,Fuzzy and Soft Set Theory; Advanced Topology and Set Theory; Advanced Algebra and Logic,,,0,,Tychonoff space; Mathematics; Separation axiom; Embedding; Compactification (mathematics); Topological space; Axiom; Regular space; Hausdorff space; Pure mathematics; Discrete mathematics; Linear subspace; Geometry; Artificial intelligence
0000-0002-3445-2422,W2079808228,Pointfree forms of Dowker’s and Michael’s insertion theorems,2008,2008-07-15,https://doi.org/10.1016/j.jpaa.2008.05.010,article,26,Journal of Pure and Applied Algebra,"Rings, Modules, and Algebras; Advanced Topology and Set Theory; Homotopy and Cohomology in Algebraic Topology",Javier Gutiérrez García; Jorge Picado,0000-0002-2904-7801; 0000-0001-7837-1221,2,,Mathematics; Paracompact space; Homomorphism; Normality; Frame (networking); Pure mathematics; Space (punctuation); Discrete mathematics; Algebra over a field; Hausdorff space; Linguistics; Computer science
0000-0002-3445-2422,W2339098090,Tensor products of complete lattices and their application in constructing quantales,2016,2016-04-29,https://doi.org/10.1016/j.fss.2016.04.009,article,22,Fuzzy Sets and Systems,Fuzzy and Soft Set Theory; Rough Sets and Fuzzy Logic; Advanced Algebra and Logic,Javier Gutiérrez García; H. Ulrich,0000-0002-2904-7801; 0000-0002-9499-0302,2,,Mathematics; Tensor product; Tensor product of Hilbert spaces; Complete lattice; Tensor product of algebras; Topological space; Pure mathematics; Unit interval; Lattice (music); Matrix multiplication; Tensor product of modules; Minkowski space; Discrete mathematics; Algebra over a field; Tensor contraction; Geometry; Universality (dynamical systems)
0000-0002-3445-2422,W2144555319,Localic real functions: A general setting,2008,2008-12-18,https://doi.org/10.1016/j.jpaa.2008.11.004,article,31,Journal of Pure and Applied Algebra,"Rings, Modules, and Algebras; Advanced Topology and Set Theory; Advanced Algebra and Logic",Javier Gutiérrez García; Jorge Picado,0000-0002-2904-7801; 0000-0001-7837-1221,2,,Mathematics; Lattice (music); Homomorphism; Pure mathematics; Isomorphism (crystallography); Complete lattice; Ring (chemistry); Frame (networking); Discrete mathematics; Function space; Real-valued function; Algebra over a field; Topology (electrical circuits); Combinatorics
0000-0002-3445-2422,W2051110820,Insertion of lattice-valued and hedgehog-valued functions,2005,2005-07-20,https://doi.org/10.1016/j.topol.2005.04.008,article,23,Topology and its Applications,Advanced Algebra and Logic; Advanced Topology and Set Theory; Fuzzy and Soft Set Theory,Javier Gutiérrez García,0000-0002-2904-7801,1,,Mathematics; Separable space; Distributive property; Join (topology); Distributive lattice; Corollary; Complete lattice; Combinatorics; Countable set; Lattice (music); Discrete mathematics; Pure mathematics
0000-0002-3445-2422,W2082367570,On the L-fuzzy Brouwer fixed point theorem,1999,1999-07-01,https://doi.org/10.1016/s0165-0114(98)00327-3,article,9,Fuzzy Sets and Systems,Fuzzy and Soft Set Theory; Fixed Point Theorems Analysis; Advanced Algebra and Logic,Dexue Zhang,0000-0003-3304-6892,1,,Mathematics; Fixed-point property; Fixed-point theorem; Fixed point; Countable set; Least fixed point; Cube (algebra); Kakutani fixed-point theorem; Discrete mathematics; Schauder fixed point theorem; Property (philosophy); Distributive property; Base (topology); Lefschetz fixed-point theorem; Brouwer fixed-point theorem; Product (mathematics); Combinatorics; Topology (electrical circuits); Pure mathematics; Mathematical analysis; Geometry
0000-0002-3445-2422,W2996440966,On hereditary properties of extremally disconnected frames and normal frames,2019,2019-12-09,https://doi.org/10.1016/j.topol.2019.106978,article,8,Topology and its Applications,"Rings, Modules, and Algebras; Advanced Topology and Set Theory; Advanced Algebra and Logic",Javier Gutiérrez García; Jorge Picado,0000-0002-2904-7801; 0000-0001-7837-1221,2,,Mathematics; Normality; Linear subspace; Pure mathematics; Totally disconnected space; Frame (networking); Locally compact space; Statistics
0000-0002-3445-2422,W609547957,Forty years of Hutton fuzzy unit interval,2015,2015-06-18,https://doi.org/10.1016/j.fss.2015.06.008,article,5,Fuzzy Sets and Systems,Fuzzy and Soft Set Theory; Advanced Algebra and Logic; Rough Sets and Fuzzy Logic,Javier Gutiérrez García,0000-0002-2904-7801,1,,Unit interval; Mathematics; Product topology; Topology (electrical circuits); Fuzzy logic; Topological space; Interval (graph theory); Point (geometry); Unit (ring theory); Fuzzy set; Product (mathematics); Space (punctuation); Tensor product; Discrete mathematics; Pure mathematics; Combinatorics; Computer science; Artificial intelligence; Geometry
0000-0002-3445-2422,W2030886436,L-fuzzy normal spaces and Tietze extension theorem,1987,1987-07-01,https://doi.org/10.1016/0022-247x(87)90169-7,article,42,Journal of Mathematical Analysis and Applications,Fuzzy and Soft Set Theory; Advanced Algebra and Logic; Fuzzy Logic and Control Systems,,,0,,Mathematics; Extension (predicate logic); Distributive property; Fuzzy logic; Pure mathematics; Discrete mathematics
0000-0002-3445-2422,W2092514949,Monotone insertion and monotone extension of frame homomorphisms,2007,2007-10-02,https://doi.org/10.1016/j.jpaa.2007.07.016,article,15,Journal of Pure and Applied Algebra,Optimization and Variational Analysis; Advanced Control Systems Optimization,Javier Gutiérrez García; Jorge Picado,0000-0002-2904-7801; 0000-0001-7837-1221,2,,Mathematics; Monotone polygon; Extension (predicate logic); Monotonic function; Homomorphism; Strongly monotone; Frame (networking); Pure mathematics; Discrete mathematics; Topology (electrical circuits); Algebra over a field; Combinatorics; Mathematical analysis; Computer science; Geometry
0000-0002-3445-2422,W2093050146,General insertion and extension theorems for localic real functions,2010,2010-09-19,https://doi.org/10.1016/j.jpaa.2010.08.004,article,10,Journal of Pure and Applied Algebra,"Rings, Modules, and Algebras; Advanced Topology and Set Theory",Javier Gutiérrez García,0000-0002-2904-7801,1,,Mathematics; Bounded function; Extension (predicate logic); Function (biology); Frame (networking); Computer science; Mathematical analysis
0000-0002-3445-2422,W1984268212,Common Fixed Points of Pairwise Commuting Mappings,1984,1984-01-01,https://doi.org/10.1002/mana.19841180109,article,13,Mathematische Nachrichten,Fixed Point Theorems Analysis; Advanced Differential Geometry Research; Advanced Topics in Algebra,,,0,,Pairwise comparison; Citation; Mathematics; Fixed point; Computer science; Information retrieval; Library science; Combinatorics; Discrete mathematics; Statistics; Mathematical analysis
0000-0002-3445-2422,W2001235131,The Fuzzy Brouwer Fixed-Point Theorem,1998,1998-07-01,https://doi.org/10.1006/jmaa.1998.5954,article,4,Journal of Mathematical Analysis and Applications,Fuzzy and Soft Set Theory; Advanced Algebra and Logic; Multi-Criteria Decision Making,,,0,,Mathematics; Fixed-point theorem; Fixed-point property; Kakutani fixed-point theorem; Fixed point; Brouwer fixed-point theorem; Countable set; Schauder fixed point theorem; Lefschetz fixed-point theorem; Least fixed point; Discrete mathematics; Distributive property; Base (topology); Pure mathematics; Mathematical analysis
0000-0002-3445-2422,W2015632938,Some questions in fuzzy topology,1999,1999-07-01,https://doi.org/10.1016/s0165-0114(98)00326-1,article,11,Fuzzy Sets and Systems,Fuzzy and Soft Set Theory; Fixed Point Theorems Analysis; Fuzzy Logic and Control Systems,,,0,,Mathematics; Unit interval; Fuzzy logic; Unit (ring theory); Interval (graph theory); Fuzzy set; Topology (electrical circuits); Artificial intelligence; Discrete mathematics; Mathematics education; Computer science; Combinatorics
0000-0002-3445-2422,W2045798020,Higher separation axioms in L-topologically generated -topological spaces,2002,2002-10-10,https://doi.org/10.1016/s0165-0114(01)00211-1,article,9,Fuzzy Sets and Systems,Fuzzy and Soft Set Theory; Advanced Algebra and Logic; Advanced Topology and Set Theory,Iraide Mardones-Pérez,0000-0002-6630-2357,1,,Mathematics; Separation axiom; Topological space; Functor; Axiom; Topology (electrical circuits); Combinatorics; Pure mathematics; Discrete mathematics; Geometry
0000-0002-3445-2422,W2049267053,A note on Hausdorff separation in L-TOP,2008,2008-02-25,https://doi.org/10.1016/j.fss.2008.02.002,article,6,Fuzzy Sets and Systems,Fuzzy and Soft Set Theory; Advanced Topology and Set Theory; Advanced Algebra and Logic,H. Ulrich,0000-0002-9499-0302,1,,Separation axiom; Hausdorff space; Mathematics; Urysohn and completely Hausdorff spaces; Axiom; Functor; Topological space; Pure mathematics; Topology (electrical circuits); Discrete mathematics; Combinatorics; Hausdorff measure; Hausdorff dimension; Geometry
0000-0002-3445-2422,W1973083894,An insertion theorem for continuous -valued functions and its consequences,2003,2003-08-08,https://doi.org/10.1016/s0165-0114(03)00300-2,article,5,Fuzzy Sets and Systems,Fuzzy and Soft Set Theory; Advanced Algebra and Logic; Rough Sets and Fuzzy Logic,Iraide Mardones-Pérez,0000-0002-6630-2357,1,,Mathematics; Discrete mathematics; Calculus (dental); Pure mathematics; Algebra over a field; Mathematical economics
0000-0002-3445-2422,W1991203565,A preservation result for completely regular locales,2014,2014-03-06,https://doi.org/10.1016/j.topol.2014.02.017,article,2,Topology and its Applications,"Rings, Modules, and Algebras; Advanced Topology and Set Theory; Fuzzy and Soft Set Theory",Javier Gutiérrez García,0000-0002-2904-7801,1,,"Mathematics; Bijection, injection and surjection; Network topology; Pure mathematics; Discrete mathematics; Computer science"
0000-0002-3445-2422,W2015248951,On L-Tychonoff spaces II,2010,2010-04-26,https://doi.org/10.1016/j.fss.2010.04.005,article,2,Fuzzy Sets and Systems,"Fuzzy and Soft Set Theory; Advanced Algebra and Logic; Rings, Modules, and Algebras",,,0,,Tychonoff space; Separation axiom; Mathematics; Embedding; Axiom; Topological space; Hausdorff space; Lattice (music); Axiom of choice; Discrete mathematics; Pure mathematics; Combinatorics; Geometry; Set theory; Computer science
0000-0002-3445-2422,W1994841388,Preserving continuity by Zadeh extension and invariance of separation axioms under surjections,2012,2012-01-24,https://doi.org/10.1016/j.fss.2012.01.010,article,1,Fuzzy Sets and Systems,Fuzzy and Soft Set Theory; Advanced Topology and Set Theory; Advanced Algebra and Logic,Javier Gutiérrez García,0000-0002-2904-7801,1,,"Bijection, injection and surjection; Mathematics; Extension (predicate logic); Unit interval; Axiom; Hausdorff space; Pure mathematics; Interval (graph theory); Axiomatic system; Discrete mathematics; Algebra over a field; Combinatorics; Geometry"
0000-0002-3445-2422,W2461686069,A tribute to Ulrich Höhle on the occasion of his 65th birthday,2010,2010-07-24,https://doi.org/10.1016/j.fss.2010.06.009,article,1,Fuzzy Sets and Systems,Physics and Engineering Research Articles; History and advancements in chemistry; Lichen and fungal ecology,Javier Gutiérrez García,0000-0002-2904-7801,1,,Tribute; Mathematics; Algebra over a field; Art history; Pure mathematics; Art
0000-0002-3445-2422,W590965094,HEREDITARY NORMALITY PLUS EXTREMAL DISCONNECTEDNESS AND INSERTION OF A CONTINUOUS FUNCTION,1997,1997-11-01,,article,10,Mathematica japonica,,,,0,,Mathematics; Normality; Function (biology); Pure mathematics; Mathematical economics; Statistics; Genetics; Biology
0000-0002-3445-2422,W2032297022,On Internal Characterizations of CompletelyL-Regular Spaces,1997,1997-12-01,https://doi.org/10.1006/jmaa.1997.5690,article,5,Journal of Mathematical Analysis and Applications,"Fuzzy and Soft Set Theory; Rings, Modules, and Algebras; Advanced Topology and Set Theory",,,0,,Mathematics; Converse; Characterization (materials science); Pure mathematics; Class (philosophy); Countable set; Discrete mathematics; Epistemology; Geometry
0000-0002-3445-2422,W1550211498,-uniform spaces versus -uniform spaces,2005,2005-11-08,https://doi.org/10.1016/j.fss.2005.10.012,article,2,Fuzzy Sets and Systems,Fuzzy and Soft Set Theory; Advanced Algebra and Logic; Rough Sets and Fuzzy Logic,Iraide Mardones-Pérez,0000-0002-6630-2357,1,,Mathematics; Adjunction; Category of topological spaces; Functor; Topological space; Pure mathematics; Concrete category; Complete lattice; Lattice (music); Discrete mathematics; Topological tensor product; Functional analysis
0000-0002-3445-2422,W1997139020,Extending continuous L-real-valued functions from arbitrary subspaces,2003,2003-04-30,https://doi.org/10.1016/s0165-0114(03)00132-5,article,1,Fuzzy Sets and Systems,Fuzzy and Soft Set Theory; Advanced Algebra and Logic; Advanced Topology and Set Theory,,,0,,Mathematics; Linear subspace; Discrete mathematics; Algebra over a field; Pure mathematics
0000-0002-3445-2422,W2003861009,Ideal-valued topological structures,2010,2010-03-16,https://doi.org/10.1016/j.fss.2010.03.007,article,0,Fuzzy Sets and Systems,Fuzzy and Soft Set Theory; Advanced Algebra and Logic; Multi-Criteria Decision Making,Javier Gutiérrez García,0000-0002-2904-7801,1,,Mathematics; Joins; Topological space; Complete lattice; Lattice (music); Adjunction; Network topology; Functor; Topology (electrical circuits); Pure mathematics; Discrete mathematics; Combinatorics; Computer science; Physics
0000-0002-3445-2422,W2032501259,WITHDRAWN: A short proof of Nadler’s set-valued contraction principle,2009,2009-02-01,https://doi.org/10.1016/j.aml.2009.01.011,article,0,Applied Mathematics Letters,"Logic, Reasoning, and Knowledge; Formal Methods in Verification; Logic, programming, and type systems",Javier Gutiérrez García,0000-0002-2904-7801,1,,Contraction (grammar); Mathematics; Mathematical economics; Calculus (dental); Set (abstract data type); Computer science; Philosophy; Medicine; Linguistics; Programming language; Orthodontics
0000-0002-3445-2422,W3006035646,Correction to: Some characterizations of the tensor product of complete lattices with applications to quantales,2020,2020-02-10,https://doi.org/10.1007/s00233-020-10090-w,article,0,Semigroup Forum,"Advanced Algebra and Logic; Rings, Modules, and Algebras; Rough Sets and Fuzzy Logic",Javier Gutiérrez García; H. Ulrich,0000-0002-2904-7801; 0000-0002-9499-0302,2,,Corollary; Tensor product; Mathematics; Product (mathematics); Algebra over a field; Pure mathematics; Geometry
0000-0002-3445-2422,W4402511125,Antitone involutions on tensor products of complete lattices and complete distributivity,2024,2024-09-13,https://doi.org/10.1016/j.fss.2024.109131,article,0,Fuzzy Sets and Systems,Advanced Algebra and Logic; Fuzzy and Soft Set Theory; Rough Sets and Fuzzy Logic,Iraide Mardones-Pérez,0000-0002-6630-2357,1,,Distributivity; Mathematics; Tensor product; Tensor (intrinsic definition); Pure mathematics; Combinatorics; Distributive property
0000-0002-3445-2422,W779815457,COMMON FIXED POINTS FOR COMPATIBLE MAPPINGS OF TYPE (A),1992,1992-01-01,,article,0,East Asian Mathematical Journal,Mathematics and Applications,,,0,,Fixed point; Mathematics; Type (biology); Discrete mathematics; Pure mathematics; Combinatorics; Mathematical analysis
0000-0003-4242-9705,W3200672527,DUE: End-to-End Document Understanding Benchmark,2021,2021-08-19,,article,9,Homo Politicus (Academy of Humanities and Economics in Lodz),"Library Science and Information Systems; Mathematics, Computing, and Information Processing",Tomasz Stanisławek; Filip Graliński,0000-0003-1046-7563; 0000-0001-8066-4533,2,,Benchmark (surveying); Computer science; End-to-end principle; Artificial intelligence; Geography
0000-0003-3501-0164,W2047668497,Basic theory of -Amemiya norm in Orlicz spaces : Extreme points and rotundity in Orlicz spaces endowed with these norms,2007,2007-07-25,https://doi.org/10.1016/j.na.2007.07.026,article,39,Nonlinear Analysis,Advanced Banach Space Theory; Optimization and Variational Analysis; Holomorphic and Operator Theory,Yunan Cui; Lifen Duan; Henryk Hudzik,0000-0001-6756-2233; 0000-0002-0210-8424; 0000-0001-9792-2252,3,,Mathematics; Norm (philosophy); Extreme point; Pure mathematics; Regular polygon; Dual norm; Birnbaum–Orlicz space; Combinatorics; Interpolation space; Geometry; Banach space; Functional analysis
0000-0003-3501-0164,W2073097842,Non-squareness properties of Orlicz spaces equipped with the -Amemiya norm,2012,2012-03-28,https://doi.org/10.1016/j.na.2012.02.014,article,23,Nonlinear Analysis,Advanced Banach Space Theory; Advanced Harmonic Analysis Research; Holomorphic and Operator Theory,Yunan Cui; Henryk Hudzik,0000-0001-6756-2233; 0000-0001-9792-2252,2,,Continuation; Mathematics; Norm (philosophy); Pure mathematics; Birnbaum–Orlicz space; Mathematical analysis; Computer science; Interpolation space; Functional analysis; Political science
0000-0003-3501-0164,W1253605739,Monotonicity properties and dominated best approximation problems in Orlicz spaces equipped with the p-Amemiya norm,2015,2015-07-17,https://doi.org/10.1016/j.jmaa.2015.07.004,article,20,Journal of Mathematical Analysis and Applications,Advanced Banach Space Theory; Approximation Theory and Sequence Spaces; Optimization and Variational Analysis,Yunan Cui; Henryk Hudzik,0000-0001-6756-2233; 0000-0001-9792-2252,2,,Monotonic function; Mathematics; Norm (philosophy); Continuation; Function space; Function (biology); Pure mathematics; Mathematical analysis; Applied mathematics
0000-0003-3501-0164,W2032317454,Strongly extreme points in Orlicz spaces equipped with the -Amemiya norm,2009,2009-06-25,https://doi.org/10.1016/j.na.2009.06.085,article,22,Nonlinear Analysis,Advanced Banach Space Theory; Advanced Harmonic Analysis Research; Holomorphic and Operator Theory,Yunan Cui; Henryk Hudzik; Jingjing Li,0000-0001-6756-2233; 0000-0001-9792-2252; 0000-0003-3588-6377,3,,Mathematics; Extreme point; Norm (philosophy); Pure mathematics; Unit sphere; Continuation; Ball (mathematics); Mathematical analysis; Sobolev space; Nonlinear system; Combinatorics
0000-0003-3501-0164,W1993415768,Strongly Extreme Points in Orlicz Function Spaces,1995,1995-02-01,https://doi.org/10.1006/jmaa.1995.1043,article,17,Journal of Mathematical Analysis and Applications,Advanced Banach Space Theory; Advanced Harmonic Analysis Research; Approximation Theory and Sequence Spaces,Henryk Hudzik; Wiesław Kurc,0000-0001-9792-2252; 0000-0002-3224-120X,2,,Mathematics; Extreme point; Pure mathematics; Unit sphere; Norm (philosophy); Measure (data warehouse); Mathematical analysis; Birnbaum–Orlicz space; Isometric exercise; Space (punctuation); Function space; Interpolation space; Combinatorics; Functional analysis
0000-0003-3501-0164,W2141911917,On extreme points of Orlicz spaces with Orlicz norm,1993,1993-01-01,,article,16,Collectanea mathematica,Advanced Banach Space Theory; Optimization and Variational Analysis; Approximation Theory and Sequence Spaces,Henryk Hudzik,0000-0001-9792-2252,1,,Mathematics; Extreme point; Norm (philosophy); Unit sphere; Sigma; Pure mathematics; Measure (data warehouse); Space (punctuation); Class (philosophy); Mathematical analysis; Combinatorics
0000-0003-3501-0164,W2060810899,Extreme points and stable unit balls in Orlicz sequence spaces,1991,1991-05-01,https://doi.org/10.1007/bf01200093,article,12,Archiv der Mathematik,Approximation Theory and Sequence Spaces; Advanced Banach Space Theory; Optimization and Variational Analysis,,,0,,Mathematics; Sequence (biology); Extreme point; Unit (ring theory); Combinatorics; Pure mathematics; Mathematics education
0000-0003-3501-0164,W652896356,SMOOTH POINTS IN ORLICZ SEQUENCE SPACES AND GEOMETRY OF THE DUAL AND THE BIDUAL OF ORLICZ SPACES,1996,1996-09-01,,article,6,Mathematica japonica,Fixed Point Theorems Analysis; Advanced Differential Geometry Research; Fuzzy and Soft Set Theory,Shutao Chen; Henryk Hudzik,0000-0001-6188-2631; 0000-0001-9792-2252,2,,Mathematics; Dual (grammatical number); Sequence (biology); Geometry; Pure mathematics; Mathematical analysis
0000-0003-3501-0164,W1508261524,Closedness of the set of extreme points in Orlicz spaces with Orlicz norm,2001,2001-01-01,,article,5,Annales Societatis Mathematicae Polonae. Seria 1: Commentationes Mathematicae,Advanced Banach Space Theory; Optimization and Variational Analysis; Approximation Theory and Sequence Spaces,,,0,,Mathematics; Norm (philosophy); Birnbaum–Orlicz space; Pure mathematics; Extreme point; Set (abstract data type); Interpolation space; Combinatorics; Computer science; Functional analysis; Political science
0000-0003-3501-0164,W2335178700,"A Full Description of Extreme Points in C(Ω, L ϕ (μ))",1991,1991-09-01,https://doi.org/10.2307/2048458,article,3,Proceedings of the American Mathematical Society,Geophysics and Gravity Measurements; Stochastic processes and financial applications; Advanced Differential Geometry Research,,,0,,Mathematics
0000-0003-3501-0164,W2783163963,Closedness of the set of extreme points of the unit ball in Orlicz spaces equipped with the p-Amemiya norm,2018,2018-01-09,https://doi.org/10.1016/j.jmaa.2018.01.005,article,1,Journal of Mathematical Analysis and Applications,Advanced Banach Space Theory; Holomorphic and Operator Theory; Optimization and Variational Analysis,,,0,,Mathematics; Extreme point; Unit sphere; Banach space; Compact space; Norm (philosophy); Ball (mathematics); Pure mathematics; Hausdorff space; Mathematical analysis; Combinatorics
0000-0003-3501-0164,W619351973,Function spaces X,2014,2014-01-01,,book,0,"Institute of Mathematics, Polish Academy of Sciences eBooks",Advanced Banach Space Theory; Approximation Theory and Sequence Spaces; Advanced Harmonic Analysis Research,Henryk Hudzik; Leszek Skrzypczak,0000-0001-9792-2252; 0000-0002-7484-2900,2,,Function (biology); Function space; Pure mathematics; Mathematics; Biology; Evolutionary biology
0000-0002-3998-6482,W2063090892,"Diameter, connectivity, and phase transition of the uniform random intersection graph",2011,2011-06-25,https://doi.org/10.1016/j.disc.2011.05.029,article,98,Discrete Mathematics,Stochastic processes and statistical mechanics; Mobile Ad Hoc Networks; Data Management and Algorithms,,,0,,Mathematics; Intersection graph; Random graph; Graph; Combinatorics; Intersection (aeronautics); Connected component; Random geometric graph; Discrete mathematics; Phase transition; Giant component; Line graph; Voltage graph; Physics
