profile_id,full_name,academic_title,first_name,last_name,position,profile_url,image_url,affiliations,orcid,google_scholar_id,google_scholar_url,scopus_id,scopus_url,europepmc,crossref,researchgate,other_links
UAM27393,prof. dr hab. Tomasz Łuczak,prof. dr hab.,Tomasz,Łuczak,profesor,https://researchportal.amu.edu.pl/info/author/UAM27393?r=author&tab=&title=Profil%2Bosoby%2B%25E2%2580%2593%2BTomasz%2B%25C5%2581uczak%2B%25E2%2580%2593%2BUniwersytet%2Bim.%2BAdama%2BMickiewicza%2Bw%2BPoznaniu&lang=pl&qp=openAccess%3Dfalse,https://researchportal.amu.edu.pl/javax.faces.resource/img/usericon2.png.seam,Zakład Matematyki Dyskretnej; Jednostki Badawczo-Dydaktyczne Wydziału Matematyki i Informatyki,0000-0002-3517-9034,QE_qpcMAAAAJ,https://scholar.google.pl/citations?user=QE_qpcMAAAAJ,via_orcid,https://www.scopus.com/results/authorNamesList.uri?orcidId=0000-0002-3517-9034,http://europepmc.org/search?query=%28AUTHORID%3A%220000-0002-3517-9034%22%29,https://search.crossref.org/?q=0000-0002-3517-9034,,
UAM118248,prof. UAM dr hab. Tomasz Górecki,prof. UAM dr hab.,Tomasz,Górecki,profesor uczelni,https://researchportal.amu.edu.pl/info/author/UAM118248?r=author&tab=&title=Profil%2Bosoby%2B%25E2%2580%2593%2BTomasz%2BG%25C3%25B3recki%2B%25E2%2580%2593%2BUniwersytet%2Bim.%2BAdama%2BMickiewicza%2Bw%2BPoznaniu&lang=pl&qp=openAccess%3Dfalse,https://researchportal.amu.edu.pl/javax.faces.resource/img/usericon2.png.seam,Zakład Statystyki Matematycznej i Analizy Danych; Jednostki Badawczo-Dydaktyczne Wydziału Matematyki i Informatyki,0000-0002-9969-5257,oSQREjQAAAAJ,https://scholar.google.pl/citations?user=oSQREjQAAAAJ,via_orcid,https://www.scopus.com/results/authorNamesList.uri?orcidId=0000-0002-9969-5257,http://europepmc.org/search?query=%28AUTHORID%3A%220000-0002-9969-5257%22%29,https://search.crossref.org/?q=0000-0002-9969-5257,,
UAM35107,prof. dr hab. Stanisław Gawiejnowicz,prof. dr hab.,Stanisław,Gawiejnowicz,profesor,https://researchportal.amu.edu.pl/info/author/UAM35107?r=author&tab=&title=Profil%2Bosoby%2B%25E2%2580%2593%2BStanis%25C5%2582aw%2BGawiejnowicz%2B%25E2%2580%2593%2BUniwersytet%2Bim.%2BAdama%2BMickiewicza%2Bw%2BPoznaniu&lang=pl&qp=openAccess%3Dfalse,https://researchportal.amu.edu.pl/seam/resource/rest/thumbnail/UAM96e16c53b29c44feb5247526c6379822?option=ORIGINAL_RATIO&width=100&height=200,Pracownia Algorytmiki; Jednostki Badawczo-Dydaktyczne Wydziału Matematyki i Informatyki,0000-0002-1648-6987,rYgAACYAAAAJ,https://scholar.google.pl/citations?user=rYgAACYAAAAJ,via_orcid,https://www.scopus.com/results/authorNamesList.uri?orcidId=0000-0002-1648-6987,http://europepmc.org/search?query=%28AUTHORID%3A%220000-0002-1648-6987%22%29,https://search.crossref.org/?q=0000-0002-1648-6987,,
UAM35091,prof. UAM dr hab. Mieczysław Cichoń,prof. UAM dr hab.,Mieczysław,Cichoń,profesor uczelni,https://researchportal.amu.edu.pl/info/author/UAM35091?r=author&tab=&title=Profil%2Bosoby%2B%25E2%2580%2593%2BMieczys%25C5%2582aw%2BCicho%25C5%2584%2B%25E2%2580%2593%2BUniwersytet%2Bim.%2BAdama%2BMickiewicza%2Bw%2BPoznaniu&lang=pl&qp=openAccess%3Dfalse,https://researchportal.amu.edu.pl/javax.faces.resource/img/usericon2.png.seam,Zakład Przestrzeni Funkcyjnych i Równań Różniczkowych; Jednostki Badawczo-Dydaktyczne Wydziału Matematyki i Informatyki,0000-0003-2255-9449,9M3wHz4AAAAJ,https://scholar.google.pl/citations?user=9M3wHz4AAAAJ,via_orcid,https://www.scopus.com/results/authorNamesList.uri?orcidId=0000-0003-2255-9449,http://europepmc.org/search?query=%28AUTHORID%3A%220000-0003-2255-9449%22%29,https://search.crossref.org/?q=0000-0003-2255-9449,,
UAM95073,prof. UAM dr hab. Krzysztof Dyczkowski,prof. UAM dr hab.,Krzysztof,Dyczkowski,profesor uczelni,https://researchportal.amu.edu.pl/info/author/UAM95073?r=author&tab=&title=Profil%2Bosoby%2B%25E2%2580%2593%2BKrzysztof%2BDyczkowski%2B%25E2%2580%2593%2BUniwersytet%2Bim.%2BAdama%2BMickiewicza%2Bw%2BPoznaniu&lang=pl&qp=openAccess%3Dfalse,https://researchportal.amu.edu.pl/seam/resource/rest/thumbnail/UAMb47bd317e73e473cb40acb35b00795bc?option=ORIGINAL_RATIO&width=100&height=200,Zakład Sztucznej Inteligencji; Jednostki Badawczo-Dydaktyczne Wydziału Matematyki i Informatyki,0000-0002-2897-3176,R9MjCMgAAAAJ,https://scholar.google.pl/citations?user=R9MjCMgAAAAJ,via_orcid,https://www.scopus.com/results/authorNamesList.uri?orcidId=0000-0002-2897-3176,http://europepmc.org/search?query=%28AUTHORID%3A%220000-0002-2897-3176%22%29,https://search.crossref.org/?q=0000-0002-2897-3176,,
UAM203547,dr Andrzej Wójtowicz,dr,Andrzej,Wójtowicz,adiunkt,https://researchportal.amu.edu.pl/info/author/UAM203547?r=author&tab=&title=Profil%2Bosoby%2B%25E2%2580%2593%2BAndrzej%2BW%25C3%25B3jtowicz%2B%25E2%2580%2593%2BUniwersytet%2Bim.%2BAdama%2BMickiewicza%2Bw%2BPoznaniu&lang=pl&qp=openAccess%3Dfalse,https://researchportal.amu.edu.pl/seam/resource/rest/thumbnail/UAM60aaec5a3d524727b13abd5f85d42a08?option=ORIGINAL_RATIO&width=100&height=200,Zakład Sztucznej Inteligencji; Jednostki Badawczo-Dydaktyczne Wydziału Matematyki i Informatyki,0000-0003-1385-6572,gMj4oDwAAAAJ,https://scholar.google.pl/citations?user=gMj4oDwAAAAJ,via_orcid,https://www.scopus.com/results/authorNamesList.uri?orcidId=0000-0003-1385-6572,http://europepmc.org/search?query=%28AUTHORID%3A%220000-0003-1385-6572%22%29,https://search.crossref.org/?q=0000-0003-1385-6572,,
UAM118293,dr inż. Anna Pankowska,dr inż.,Anna,Pankowska,adiunkt,https://researchportal.amu.edu.pl/info/author/UAM118293?r=author&tab=&title=Profil%2Bosoby%2B%25E2%2580%2593%2BAnna%2BPankowska%2B%25E2%2580%2593%2BUniwersytet%2Bim.%2BAdama%2BMickiewicza%2Bw%2BPoznaniu&lang=pl&qp=openAccess%3Dfalse,https://researchportal.amu.edu.pl/javax.faces.resource/img/usericon2.png.seam,Zakład Sztucznej Inteligencji; Jednostki Badawczo-Dydaktyczne Wydziału Matematyki i Informatyki,0000-0001-6988-5407,,,via_orcid,https://www.scopus.com/results/authorNamesList.uri?orcidId=0000-0001-6988-5407,http://europepmc.org/search?query=%28AUTHORID%3A%220000-0001-6988-5407%22%29,https://search.crossref.org/?q=0000-0001-6988-5407,,
UAM65674,dr Barbara Kołodziejczak,dr,Barbara,Kołodziejczak,adiunkt,https://researchportal.amu.edu.pl/info/author/UAM65674?r=author&tab=&title=Profil%2Bosoby%2B%25E2%2580%2593%2BBarbara%2BKo%25C5%2582odziejczak%2B%25E2%2580%2593%2BUniwersytet%2Bim.%2BAdama%2BMickiewicza%2Bw%2BPoznaniu&lang=pl,https://researchportal.amu.edu.pl/seam/resource/rest/thumbnail/UAM917cf4f6ab4848f499b1d15194382c69?option=ORIGINAL_RATIO&width=100&height=200,Pracownia Logiki i Filozofii Informatyki; Jednostki Badawczo-Dydaktyczne Wydziału Matematyki i Informatyki,0000-0002-4182-4386,DJwztVcAAAAJ,https://scholar.google.pl/citations?user=DJwztVcAAAAJ,via_orcid,https://www.scopus.com/results/authorNamesList.uri?orcidId=0000-0002-4182-4386,http://europepmc.org/search?query=%28AUTHORID%3A%220000-0002-4182-4386%22%29,https://search.crossref.org/?q=0000-0002-4182-4386,,
UAM90597,prof. UAM dr hab. Aneta Sikorska-Nowak,prof. UAM dr hab.,Aneta,Sikorska-Nowak,profesor uczelni,https://researchportal.amu.edu.pl/info/author/UAM90597?r=author&tab=&title=Profil%2Bosoby%2B%25E2%2580%2593%2BAneta%2BSikorska-Nowak%2B%25E2%2580%2593%2BUniwersytet%2Bim.%2BAdama%2BMickiewicza%2Bw%2BPoznaniu&lang=pl&qp=openAccess%3Dfalse,https://researchportal.amu.edu.pl/javax.faces.resource/img/usericon2.png.seam,Zakład Przestrzeni Funkcyjnych i Równań Różniczkowych; Jednostki Badawczo-Dydaktyczne Wydziału Matematyki i Informatyki,0000-0002-6613-9078,f_jLHRkAAAAJ,https://scholar.google.pl/citations?user=f_jLHRkAAAAJ,via_orcid,https://www.scopus.com/results/authorNamesList.uri?orcidId=0000-0002-6613-9078,http://europepmc.org/search?query=%28AUTHORID%3A%220000-0002-6613-9078%22%29,https://search.crossref.org/?q=0000-0002-6613-9078,,
UAM215454,dr Wojciech Piotr Pałubicki,dr,Wojciech Piotr,Pałubicki,adiunkt,https://researchportal.amu.edu.pl/info/author/UAM215454?r=author&tab=&title=Profil%2Bosoby%2B%25E2%2580%2593%2BWojciech%2BPiotr%2BPa%25C5%2582ubicki%2B%25E2%2580%2593%2BUniwersytet%2Bim.%2BAdama%2BMickiewicza%2Bw%2BPoznaniu&lang=pl&qp=openAccess%3Dfalse,https://researchportal.amu.edu.pl/javax.faces.resource/img/usericon2.png.seam,Zakład Sztucznej Inteligencji; Jednostki Badawczo-Dydaktyczne Wydziału Matematyki i Informatyki,0000-0002-2374-346X,J8WO_c0AAAAJ,https://scholar.google.pl/citations?user=J8WO_c0AAAAJ,via_orcid,https://www.scopus.com/results/authorNamesList.uri?orcidId=0000-0002-2374-346X,http://europepmc.org/search?query=%28AUTHORID%3A%220000-0002-2374-346X%22%29,https://search.crossref.org/?q=0000-0002-2374-346X,,
UAM74900,prof. UAM dr hab. Jacek Marciniak,prof. UAM dr hab.,Jacek,Marciniak,profesor uczelni,https://researchportal.amu.edu.pl/info/author/UAM74900?r=author&tab=&title=Profil%2Bosoby%2B%25E2%2580%2593%2BJacek%2BMarciniak%2B%25E2%2580%2593%2BUniwersytet%2Bim.%2BAdama%2BMickiewicza%2Bw%2BPoznaniu&lang=pl&qp=openAccess%3Dfalse,https://researchportal.amu.edu.pl/javax.faces.resource/img/usericon2.png.seam,Zakład Sztucznej Inteligencji; Jednostki Badawczo-Dydaktyczne Wydziału Matematyki i Informatyki,0000-0002-1186-9612,XhVYu24AAAAJ,https://scholar.google.pl/citations?user=XhVYu24AAAAJ,via_orcid,https://www.scopus.com/results/authorNamesList.uri?orcidId=0000-0002-1186-9612,http://europepmc.org/search?query=%28AUTHORID%3A%220000-0002-1186-9612%22%29,https://search.crossref.org/?q=0000-0002-1186-9612,,
UAM90573,prof. UAM dr hab. Małgorzata Bednarska-Bzdęga,prof. UAM dr hab.,Małgorzata,Bednarska-Bzdęga,profesor uczelni,https://researchportal.amu.edu.pl/info/author/UAM90573?r=author&tab=&title=Profil%2Bosoby%2B%25E2%2580%2593%2BMa%25C5%2582gorzata%2BBednarska-Bzd%25C4%2599ga%2B%25E2%2580%2593%2BUniwersytet%2Bim.%2BAdama%2BMickiewicza%2Bw%2BPoznaniu&lang=pl&qp=openAccess%3Dfalse,https://researchportal.amu.edu.pl/javax.faces.resource/img/usericon2.png.seam,Zakład Matematyki Dyskretnej; Jednostki Badawczo-Dydaktyczne Wydziału Matematyki i Informatyki,0000-0002-3800-0503,,,via_orcid,https://www.scopus.com/results/authorNamesList.uri?orcidId=0000-0002-3800-0503,http://europepmc.org/search?query=%28AUTHORID%3A%220000-0002-3800-0503%22%29,https://search.crossref.org/?q=0000-0002-3800-0503,,
UAM202386,prof. UAM dr hab. Patryk Żywica,prof. UAM dr hab.,Patryk,Żywica,profesor uczelni,https://researchportal.amu.edu.pl/info/author/UAM202386?r=author&tab=&title=Profil%2Bosoby%2B%25E2%2580%2593%2BPatryk%2B%25C5%25BBywica%2B%25E2%2580%2593%2BUniwersytet%2Bim.%2BAdama%2BMickiewicza%2Bw%2BPoznaniu&lang=pl&qp=openAccess%3Dfalse,https://researchportal.amu.edu.pl/seam/resource/rest/thumbnail/UAMd8b00977b301427b9062b49b8706da3a?option=ORIGINAL_RATIO&width=100&height=200,Zakład Sztucznej Inteligencji; Jednostki Badawczo-Dydaktyczne Wydziału Matematyki i Informatyki,0000-0003-3542-8982,,,via_orcid,https://www.scopus.com/results/authorNamesList.uri?orcidId=0000-0003-3542-8982,http://europepmc.org/search?query=%28AUTHORID%3A%220000-0003-3542-8982%22%29,https://search.crossref.org/?q=0000-0003-3542-8982,,
UAM190046,prof. UAM dr hab. Joanna Helena Berlińska,prof. UAM dr hab.,Joanna Helena,Berlińska,profesor uczelni,https://researchportal.amu.edu.pl/info/author/UAM190046?r=author&tab=&title=Profil%2Bosoby%2B%25E2%2580%2593%2BJoanna%2BHelena%2BBerli%25C5%2584ska%2B%25E2%2580%2593%2BUniwersytet%2Bim.%2BAdama%2BMickiewicza%2Bw%2BPoznaniu&lang=pl&qp=openAccess%3Dfalse,https://researchportal.amu.edu.pl/seam/resource/rest/thumbnail/UAM227494b459d24e95b862f2c329f5118f?option=ORIGINAL_RATIO&width=100&height=200,Pracownia Algorytmiki; Jednostki Badawczo-Dydaktyczne Wydziału Matematyki i Informatyki,0000-0003-2120-2595,w6EbgywAAAAJ,https://scholar.google.pl/citations?user=w6EbgywAAAAJ,via_orcid,https://www.scopus.com/results/authorNamesList.uri?orcidId=0000-0003-2120-2595,http://europepmc.org/search?query=%28AUTHORID%3A%220000-0003-2120-2595%22%29,https://search.crossref.org/?q=0000-0003-2120-2595,,
UAM27270,prof. UAM dr hab. Waldemar Wołyński,prof. UAM dr hab.,Waldemar,Wołyński,profesor uczelni,https://researchportal.amu.edu.pl/info/author/UAM27270?r=author&tab=&title=Profil%2Bosoby%2B%25E2%2580%2593%2BWaldemar%2BWo%25C5%2582y%25C5%2584ski%2B%25E2%2580%2593%2BUniwersytet%2Bim.%2BAdama%2BMickiewicza%2Bw%2BPoznaniu&lang=pl&qp=openAccess%3Dfalse,https://researchportal.amu.edu.pl/javax.faces.resource/img/usericon2.png.seam,Zakład Statystyki Matematycznej i Analizy Danych; Jednostki Badawczo-Dydaktyczne Wydziału Matematyki i Informatyki,0000-0002-0777-9163,,,via_orcid,https://www.scopus.com/results/authorNamesList.uri?orcidId=0000-0002-0777-9163,http://europepmc.org/search?query=%28AUTHORID%3A%220000-0002-0777-9163%22%29,https://search.crossref.org/?q=0000-0002-0777-9163,,
UAM071116,dr Wojciech Kowalewski,dr,Wojciech,Kowalewski,st. wykładowca dr,https://researchportal.amu.edu.pl/info/author/UAM071116?r=author&tab=&title=Profil%2Bosoby%2B%25E2%2580%2593%2BWojciech%2BKowalewski%2B%25E2%2580%2593%2BUniwersytet%2Bim.%2BAdama%2BMickiewicza%2Bw%2BPoznaniu&lang=pl&qp=openAccess%3Dfalse,https://researchportal.amu.edu.pl/javax.faces.resource/img/usericon2.png.seam,Zakład Sztucznej Inteligencji; Jednostki Badawczo-Dydaktyczne Wydziału Matematyki i Informatyki,,,,,,,,,
UAM12bf2bffffca431fb481456669e3849c,dr Dominik Filipiak,dr,Dominik,Filipiak,adiunkt,https://researchportal.amu.edu.pl/info/author/UAM12bf2bffffca431fb481456669e3849c?r=author&tab=&title=Profil%2Bosoby%2B%25E2%2580%2593%2BDominik%2BFilipiak%2B%25E2%2580%2593%2BUniwersytet%2Bim.%2BAdama%2BMickiewicza%2Bw%2BPoznaniu&lang=pl&qp=openAccess%3Dfalse,https://researchportal.amu.edu.pl/seam/resource/rest/thumbnail/UAMeb92e8a591704caeade29ee7961aaaf0?option=ORIGINAL_RATIO&width=100&height=200,Zakład Sztucznej Inteligencji; Jednostki Badawczo-Dydaktyczne Wydziału Matematyki i Informatyki,0000-0002-4927-9992,Ofb386MAAAAJ,https://scholar.google.pl/citations?user=Ofb386MAAAAJ,via_orcid,https://www.scopus.com/results/authorNamesList.uri?orcidId=0000-0002-4927-9992,http://europepmc.org/search?query=%28AUTHORID%3A%220000-0002-4927-9992%22%29,https://search.crossref.org/?q=0000-0002-4927-9992,,
UAM228087,prof. UAM dr hab. Piotr Maćkowiak,prof. UAM dr hab.,Piotr,Maćkowiak,profesor uczelni,https://researchportal.amu.edu.pl/info/author/UAM228087?r=author&tab=&title=Profil%2Bosoby%2B%25E2%2580%2593%2BPiotr%2BMa%25C4%2587kowiak%2B%25E2%2580%2593%2BUniwersytet%2Bim.%2BAdama%2BMickiewicza%2Bw%2BPoznaniu&lang=pl&qp=openAccess%3Dfalse,https://researchportal.amu.edu.pl/javax.faces.resource/img/usericon2.png.seam,Zakład Analizy Nieliniowej i Topologii Stosowanej; Jednostki Badawczo-Dydaktyczne Wydziału Matematyki i Informatyki,0000-0003-1807-0704,sAI8O5YAAAAJ,https://scholar.google.pl/citations?user=sAI8O5YAAAAJ,via_orcid,https://www.scopus.com/results/authorNamesList.uri?orcidId=0000-0003-1807-0704,http://europepmc.org/search?query=%28AUTHORID%3A%220000-0003-1807-0704%22%29,https://search.crossref.org/?q=0000-0003-1807-0704,,
UAM9540,prof. dr hab. Andrzej Ruciński,prof. dr hab.,Andrzej,Ruciński,profesor,https://researchportal.amu.edu.pl/info/author/UAM9540?r=author&tab=&title=Profil%2Bosoby%2B%25E2%2580%2593%2BAndrzej%2BRuci%25C5%2584ski%2B%25E2%2580%2593%2BUniwersytet%2Bim.%2BAdama%2BMickiewicza%2Bw%2BPoznaniu&lang=pl&qp=openAccess%3Dfalse,https://researchportal.amu.edu.pl/javax.faces.resource/img/usericon2.png.seam,Zakład Matematyki Dyskretnej; Jednostki Badawczo-Dydaktyczne Wydziału Matematyki i Informatyki,0000-0002-0742-7694,,,via_orcid,https://www.scopus.com/results/authorNamesList.uri?orcidId=0000-0002-0742-7694,http://europepmc.org/search?query=%28AUTHORID%3A%220000-0002-0742-7694%22%29,https://search.crossref.org/?q=0000-0002-0742-7694,,
UAM206493,dr inż. Marcin Witkowski,dr inż.,Marcin,Witkowski,adiunkt,https://researchportal.amu.edu.pl/info/author/UAM206493?r=author&tab=&title=Profil%2Bosoby%2B%25E2%2580%2593%2BMarcin%2BWitkowski%2B%25E2%2580%2593%2BUniwersytet%2Bim.%2BAdama%2BMickiewicza%2Bw%2BPoznaniu&lang=pl&qp=openAccess%3Dfalse,https://researchportal.amu.edu.pl/javax.faces.resource/img/usericon2.png.seam,Zakład Matematyki Dyskretnej; Jednostki Badawczo-Dydaktyczne Wydziału Matematyki i Informatyki,0000-0003-0955-4571,QFhsidAAAAAJ,https://scholar.google.pl/citations?user=QFhsidAAAAAJ,via_orcid,https://www.scopus.com/results/authorNamesList.uri?orcidId=0000-0003-0955-4571,http://europepmc.org/search?query=%28AUTHORID%3A%220000-0003-0955-4571%22%29,https://search.crossref.org/?q=0000-0003-0955-4571,,
UAM64923,prof. dr hab. Tomasz Schoen,prof. dr hab.,Tomasz,Schoen,profesor,https://researchportal.amu.edu.pl/info/author/UAM64923?r=author&tab=&title=Profil%2Bosoby%2B%25E2%2580%2593%2BTomasz%2BSchoen%2B%25E2%2580%2593%2BUniwersytet%2Bim.%2BAdama%2BMickiewicza%2Bw%2BPoznaniu&lang=pl&qp=openAccess%3Dfalse,https://researchportal.amu.edu.pl/javax.faces.resource/img/usericon2.png.seam,Zakład Matematyki Dyskretnej; Jednostki Badawczo-Dydaktyczne Wydziału Matematyki i Informatyki,0000-0002-9427-3127,,,via_orcid,https://www.scopus.com/results/authorNamesList.uri?orcidId=0000-0002-9427-3127,http://europepmc.org/search?query=%28AUTHORID%3A%220000-0002-9427-3127%22%29,https://search.crossref.org/?q=0000-0002-9427-3127,,
D6083-DD-Mat,prof. UAM dr hab. Maciej Łuczak,prof. UAM dr hab.,Maciej,Łuczak,profesor uczelni,https://researchportal.amu.edu.pl/info/author/D6083-DD-Mat?r=author&tab=&title=Profil%2Bosoby%2B%25E2%2580%2593%2BMaciej%2B%25C5%2581uczak%2B%25E2%2580%2593%2BUniwersytet%2Bim.%2BAdama%2BMickiewicza%2Bw%2BPoznaniu&lang=pl&qp=openAccess%3Dfalse,https://researchportal.amu.edu.pl/javax.faces.resource/img/usericon2.png.seam,Zakład Statystyki Matematycznej i Analizy Danych; Jednostki Badawczo-Dydaktyczne Wydziału Matematyki i Informatyki,0000-0002-0760-0637,,,via_orcid,https://www.scopus.com/results/authorNamesList.uri?orcidId=0000-0002-0760-0637,http://europepmc.org/search?query=%28AUTHORID%3A%220000-0002-0760-0637%22%29,https://search.crossref.org/?q=0000-0002-0760-0637,,
UAM106630,prof. UAM dr hab. Joanna Polcyn-Lewandowska,prof. UAM dr hab.,Joanna,Polcyn-Lewandowska,profesor uczelni,https://researchportal.amu.edu.pl/info/author/UAM106630?r=author&tab=&title=Profil%2Bosoby%2B%25E2%2580%2593%2BJoanna%2BPolcyn-Lewandowska%2B%25E2%2580%2593%2BUniwersytet%2Bim.%2BAdama%2BMickiewicza%2Bw%2BPoznaniu&lang=pl&qp=openAccess%3Dfalse,https://researchportal.amu.edu.pl/javax.faces.resource/img/usericon2.png.seam,Zakład Matematyki Dyskretnej; Jednostki Badawczo-Dydaktyczne Wydziału Matematyki i Informatyki,0000-0002-4777-2556,,,via_orcid,https://www.scopus.com/results/authorNamesList.uri?orcidId=0000-0002-4777-2556,http://europepmc.org/search?query=%28AUTHORID%3A%220000-0002-4777-2556%22%29,https://search.crossref.org/?q=0000-0002-4777-2556,,
UAM124483,prof. UAM dr hab. Radosław Szwedek,prof. UAM dr hab.,Radosław,Szwedek,profesor uczelni,https://researchportal.amu.edu.pl/info/author/UAM124483?r=author&tab=&title=Profil%2Bosoby%2B%25E2%2580%2593%2BRados%25C5%2582aw%2BSzwedek%2B%25E2%2580%2593%2BUniwersytet%2Bim.%2BAdama%2BMickiewicza%2Bw%2BPoznaniu&lang=pl&qp=openAccess%3Dfalse,https://researchportal.amu.edu.pl/javax.faces.resource/img/usericon2.png.seam,Zakład Teorii Operatorów; Jednostki Badawczo-Dydaktyczne Wydziału Matematyki i Informatyki,0000-0002-4958-0435,a_pzlx0AAAAJ,https://scholar.google.pl/citations?user=a_pzlx0AAAAJ,via_orcid,https://www.scopus.com/results/authorNamesList.uri?orcidId=0000-0002-4958-0435,http://europepmc.org/search?query=%28AUTHORID%3A%220000-0002-4958-0435%22%29,https://search.crossref.org/?q=0000-0002-4958-0435,,
UAM127581,dr inż. Tomasz Marek Obrębski,dr inż.,Tomasz Marek,Obrębski,st. wykładowca,https://researchportal.amu.edu.pl/info/author/UAM127581?r=author&tab=&title=Profil%2Bosoby%2B%25E2%2580%2593%2BTomasz%2BMarek%2BObr%25C4%2599bski%2B%25E2%2580%2593%2BUniwersytet%2Bim.%2BAdama%2BMickiewicza%2Bw%2BPoznaniu&lang=pl&qp=openAccess%3Dfalse,https://researchportal.amu.edu.pl/javax.faces.resource/img/usericon2.png.seam,Zakład Sztucznej Inteligencji; Jednostki Badawczo-Dydaktyczne Wydziału Matematyki i Informatyki,,,,23392959000,https://www.scopus.com/authid/detail.uri?authorId=23392959000,,,,
UAM142571,dr Tomasz Kazimierz Piłka,dr,Tomasz Kazimierz,Piłka,adiunkt,https://researchportal.amu.edu.pl/info/author/UAM142571?r=author&tab=&title=Profil%2Bosoby%2B%25E2%2580%2593%2BTomasz%2BKazimierz%2BPi%25C5%2582ka%2B%25E2%2580%2593%2BUniwersytet%2Bim.%2BAdama%2BMickiewicza%2Bw%2BPoznaniu&lang=pl&qp=openAccess%3Dfalse,https://researchportal.amu.edu.pl/javax.faces.resource/img/usericon2.png.seam,Zakład Sztucznej Inteligencji; Jednostki Badawczo-Dydaktyczne Wydziału Matematyki i Informatyki,0000-0003-1206-2076,OlAsbmoAAAAJ,https://scholar.google.pl/citations?user=OlAsbmoAAAAJ,via_orcid,https://www.scopus.com/results/authorNamesList.uri?orcidId=0000-0003-1206-2076,http://europepmc.org/search?query=%28AUTHORID%3A%220000-0003-1206-2076%22%29,https://search.crossref.org/?q=0000-0003-1206-2076,,
UAM14355,prof. dr hab. Michał Karoński,prof. dr hab.,Michał,Karoński,profesor Senior,https://researchportal.amu.edu.pl/info/author/UAM14355?r=author&tab=&title=Profil%2Bosoby%2B%25E2%2580%2593%2BMicha%25C5%2582%2BKaro%25C5%2584ski%2B%25E2%2580%2593%2BUniwersytet%2Bim.%2BAdama%2BMickiewicza%2Bw%2BPoznaniu&lang=pl&qp=openAccess%3Dfalse,https://researchportal.amu.edu.pl/javax.faces.resource/img/usericon2.png.seam,Zakład Matematyki Dyskretnej; Jednostki Badawczo-Dydaktyczne Wydziału Matematyki i Informatyki,0000-0002-6245-5794,,,via_orcid,https://www.scopus.com/results/authorNamesList.uri?orcidId=0000-0002-6245-5794,http://europepmc.org/search?query=%28AUTHORID%3A%220000-0002-6245-5794%22%29,https://search.crossref.org/?q=0000-0002-6245-5794,,
UAM190426,prof. UAM dr hab. Piotr Kasprzak,prof. UAM dr hab.,Piotr,Kasprzak,profesor uczelni,https://researchportal.amu.edu.pl/info/author/UAM190426?r=author&tab=&title=Profil%2Bosoby%2B%25E2%2580%2593%2BPiotr%2BKasprzak%2B%25E2%2580%2593%2BUniwersytet%2Bim.%2BAdama%2BMickiewicza%2Bw%2BPoznaniu&lang=pl&qp=openAccess%3Dfalse,https://researchportal.amu.edu.pl/javax.faces.resource/img/usericon2.png.seam,Zakład Analizy Nieliniowej i Topologii Stosowanej; Jednostki Badawczo-Dydaktyczne Wydziału Matematyki i Informatyki,0000-0003-2654-9934,,,via_orcid,https://www.scopus.com/results/authorNamesList.uri?orcidId=0000-0003-2654-9934,http://europepmc.org/search?query=%28AUTHORID%3A%220000-0003-2654-9934%22%29,https://search.crossref.org/?q=0000-0003-2654-9934,,
UAM190535,dr Marek Kubis,dr,Marek,Kubis,adiunkt,https://researchportal.amu.edu.pl/info/author/UAM190535?r=author&tab=&title=Profil%2Bosoby%2B%25E2%2580%2593%2BMarek%2BKubis%2B%25E2%2580%2593%2BUniwersytet%2Bim.%2BAdama%2BMickiewicza%2Bw%2BPoznaniu&lang=pl&qp=openAccess%3Dfalse,https://researchportal.amu.edu.pl/javax.faces.resource/img/usericon2.png.seam,Zakład Sztucznej Inteligencji; Jednostki Badawczo-Dydaktyczne Wydziału Matematyki i Informatyki,0000-0002-2016-2598,,,via_orcid,https://www.scopus.com/results/authorNamesList.uri?orcidId=0000-0002-2016-2598,http://europepmc.org/search?query=%28AUTHORID%3A%220000-0002-2016-2598%22%29,https://search.crossref.org/?q=0000-0002-2016-2598,,
UAM200620,dr Sylwia Antoniuk,dr,Sylwia,Antoniuk,adiunkt,https://researchportal.amu.edu.pl/info/author/UAM200620?r=author&tab=&title=Profil%2Bosoby%2B%25E2%2580%2593%2BSylwia%2BAntoniuk%2B%25E2%2580%2593%2BUniwersytet%2Bim.%2BAdama%2BMickiewicza%2Bw%2BPoznaniu&lang=pl&qp=openAccess%3Dfalse,https://researchportal.amu.edu.pl/javax.faces.resource/img/usericon2.png.seam,Zakład Matematyki Dyskretnej; Jednostki Badawczo-Dydaktyczne Wydziału Matematyki i Informatyki,0000-0001-7868-2791,,,via_orcid,https://www.scopus.com/results/authorNamesList.uri?orcidId=0000-0001-7868-2791,http://europepmc.org/search?query=%28AUTHORID%3A%220000-0001-7868-2791%22%29,https://search.crossref.org/?q=0000-0001-7868-2791,,
